,id,Constituency,Country/Region,Country,Con Vote,Liberal Vote,Labour Vote,Brexit Vote,Green Vote,SNP Vote,PC Vote,DUP Vote,Sinn Fein Vote,SDLP Vote,UUP Vote,Alliance Vote,Other Vote,Total votes
46,E14000560,"BIRMINGHAM, EDGBASTON",West Midlands,England,0.3686212436212436,0.5012521262521262,0.07912020412020412,0.024735399735399736,0.02627102627102627,,,,,,,,,42328
47,E14000561,"BIRMINGHAM, ERDINGTON",West Midlands,England,0.40077776831587614,0.5029946918731727,0.03692980215163644,0.040903800845894005,0.01839393681342076,,,,,,,,,35229
48,E14000562,"BIRMINGHAM, HALL GREEN",West Midlands,England,0.13949840297858668,0.6782899586097408,0.06941845740961237,0.016575003307440796,0.015459923267373514,,,,,,,,0.08075825442724575,52911
49,E14000563,"BIRMINGHAM, HODGE HILL",West Midlands,England,0.14981223473990624,0.7865475634957669,0.016887763038019688,0.03375330533519987,0.007288402995355865,,,,,,,,0.005710730395751394,45003
50,E14000564,"BIRMINGHAM, LADYWOOD",West Midlands,England,0.11332446934802222,0.791941687639489,0.05289899805308894,0.01973028158981908,0.022104563369580704,,,,,,,,,42118
51,E14000565,"BIRMINGHAM, NORTHFIELD",West Midlands,England,0.46306093090166595,0.42500812102649776,0.04550095132024688,0.03840085386792891,0.022135597939579563,,,,,,,,0.005893544944080932,43098
52,E14000566,"BIRMINGHAM, PERRY BARR",West Midlands,England,0.26756352765321373,0.6309820390537879,0.045104040619735684,0.03278999691555745,0.020048876551118703,,,,,,,,0.0035115192065864713,42147
53,E14000567,"BIRMINGHAM, SELLY OAK",West Midlands,England,0.30929710716235065,0.5602522894050579,0.06406291062728688,0.029029453979420625,0.037358238825883926,,,,,,,,,49467
54,E14000568,"BIRMINGHAM, YARDLEY",West Midlands,England,0.29804583157598763,0.547799803177281,0.08796101035662403,0.052626646047143726,0.013566708842963588,,,,,,,,,42678
55,E14000569,BISHOP AUCKLAND,North East,England,0.5371498716661087,0.3594464903470595,0.04760629394040844,0.05579734404642339,,,,,,,,,,44805
56,E14000570,BLACKBURN,North West,England,0.2399856938483548,0.6491416309012875,0.025259298998569386,0.061918812589413445,0.01656384120171674,,,,,,,,0.007130722460658083,44736
57,E14000571,BLACKLEY AND BROUGHTON,North West,England,0.2456108550416904,0.6185457558651406,0.041172510228390906,0.07084779118545756,0.023823087679320523,,,,,,,,,38618
58,E14000572,BLACKPOOL NORTH AND CLEVELEYS,North West,England,0.5763323368724874,0.354808782599732,0.0385011854447995,,0.018941346252963613,,,,,,,,0.011416348830017523,38804
59,E14000573,BLACKPOOL SOUTH,North West,England,0.49606130923302394,0.38339643380556915,0.030776746458231558,0.06133976551050317,0.01718978993649243,,,,,,,,0.011235955056179775,32752
60,W07000072,BLAENAU GWENT,Wales,Wales,0.19024454813196995,0.4918097885436315,0.0425229160461961,0.2056653099043648,0.012773420695588868,,0.05698401667824878,,,,,,,30219
61,E14000574,BLAYDON,North East,England,0.3122304678093737,0.4333092533000591,0.08106214837678685,0.12768984917142795,0.027998511416124867,,,,,,,,0.017709769926227536,45681
62,E14000575,BLYTH VALLEY,North East,England,0.4268337453192687,0.4094079639736655,0.05264446021684329,0.08306615433564209,0.028047676154580387,,,,,,,,,40859
63,E14000576,BOGNOR REGIS AND LITTLEHAMPTON,South East,England,0.6348905764988384,0.1955762060012104,0.11020440036702263,,0.03564804872811042,,,,,,,,0.02368076840481815,51223
64,E14000577,BOLSOVER,East Midlands,England,0.4743567416953285,0.3590056162654012,0.038290739692629194,0.09036092124167357,0.016500500674822588,,,,,,,,0.021485480430144976,45938
65,E14000578,BOLTON NORTH EAST,North West,England,0.4536458811644779,0.44496739829185417,0.042405179538984296,0.04316282486913399,0.015818716135549638,,,,,,,,,43556
66,E14000579,BOLTON SOUTH EAST,North West,England,0.342774110925032,0.5298985321643188,0.03475027090927002,0.07309624667520441,0.01948083932617476,,,,,,,,,40604
67,E14000580,BOLTON WEST,North West,England,0.5528621850785022,0.37324029372388334,0.05485009533855329,,0.01904742585906122,,,,,,,,,49298
68,E14000581,BOOTLE,North West,England,0.0917151340139098,0.7944442184894457,0.037052100703623865,0.053076829218692806,0.023711717574327898,,,,,,,,,49174
69,E14000582,BOSTON AND SKEGNESS,East Midlands,England,0.7665723330775134,0.15210092095165004,0.047078856485034536,,,,,,,,,,0.03424788948580199,41696
70,E14000583,BOSWORTH,East Midlands,England,0.6389282676495606,0.1732704848313014,0.1611851431811738,,0.026616104337964276,,,,,,,,,56432
71,E14000584,BOURNEMOUTH EAST,South West,England,0.5058651621544831,0.3271502212119982,0.1099565693875066,,0.04158379672849779,,,,,,,,0.015444250517514307,49274
72,E14000585,BOURNEMOUTH WEST,South West,England,0.5339626334906584,0.31320007830001956,0.1072492768123192,,0.04558801139700285,,,,,,,,,45977
73,E14000586,BRACKNELL,South East,England,0.5868261269549218,0.22198712051517938,0.14257589696412143,,0.0384360625574977,,,,,,,,0.010174793008279668,54350
74,E14000587,BRADFORD EAST,Yorkshire and The Humber,England,0.219106463878327,0.6297528517110266,0.0750497917798298,0.06110809342748506,0.014982799203331523,,,,,,,,,44184
75,E14000588,BRADFORD SOUTH,Yorkshire and The Humber,England,0.4037140484638031,0.4627462821770967,0.03787020960720666,0.07093429958984424,0.02473516016204927,,,,,,,,,39741
76,E14000589,BRADFORD WEST,Yorkshire and The Humber,England,0.15175888479699962,0.7622060052868214,0.03047829917986489,0.03515510268633786,0.018368315221074988,,,,,,,,0.0020333928289012902,44261
77,E14000590,BRAINTREE,East,England,0.6754985247232619,0.1869145923681657,0.09463553733737302,,,,,,,,,,0.04295134557119943,50499
78,W07000068,BRECON AND RADNORSHIRE,Wales,Wales,0.5314262203828747,0.09545245528691401,0.3588421791427672,,,,,,,,,,0.014279145187444033,41319
79,E14000591,BRENT CENTRAL,London,England,0.22203451925425385,0.6468085972482293,0.09859154929577464,,0.03256533420174224,,,,,,,,,49132
80,E14000593,BRENTFORD AND ISLEWORTH,London,England,0.32150327469739054,0.5017659362891335,0.12539862154099374,0.019973939580975895,0.031358227891506364,,,,,,,,,58326
81,E14000592,BRENT NORTH,London,England,0.3629985157770967,0.5187262668902639,0.07835540392066154,0.018331116636789452,0.016384278802598354,,,,,,,,0.005204417972590065,51879
82,E14000594,BRENTWOOD AND ONGAR,East,England,0.6857164441254793,0.1367920074033504,0.13573438591852538,,0.031709758446807304,,,,,,,,0.010047404105837692,52949
83,W07000073,BRIDGEND,Wales,Wales,0.43074628279193106,0.403352590207406,0.056065915332891375,0.0428781134577138,0.01929633488019699,,0.04766076332986078,,,,,,,42236
84,E14000595,BRIDGWATER AND WEST SOMERSET,South West,England,0.6214355096093804,0.19753000763199888,0.1353812530354541,,0.03255741344619441,,,,,,,,0.013095816276972178,57652
85,E14000596,BRIGG AND GOOLE,Yorkshire and The Humber,England,0.7128934150499977,0.20736371595778996,0.050228100087553566,,0.029514768904658772,,,,,,,,,43402
86,E14000597,"BRIGHTON, KEMPTOWN",South East,England,0.34970020398491747,0.5157933777017699,0.06107184802093421,0.027342220757010694,0.046092349535367685,,,,,,,,,48533
87,E14000598,"BRIGHTON, PAVILION",South East,England,0.17545432601124178,0.2277837166798855,,0.013276319873099072,0.571588675471568,,,,,,,,0.011896961964205663,57998
88,E14000599,BRISTOL EAST,South West,England,0.3244813437128504,0.5314453349695134,0.06762664416919124,0.03606626529125283,0.04038041185719216,,,,,,,,,52154
89,E14000600,BRISTOL NORTH WEST,South West,England,0.38718797530643284,0.4890399928424443,0.08839581282991858,,0.03537621902120426,,,,,,,,,55885
90,E14000601,BRISTOL SOUTH,South West,England,0.32676280889919557,0.5053808246974418,0.07658163635046018,0.04212261758098413,0.04915211247191825,,,,,,,,,55196
91,E14000602,BRISTOL WEST,South West,England,0.1168043639444974,0.6226564982523037,,0.01150566677258765,0.24903347103061116,,,,,,,,,75528
92,E14000603,BROADLAND,East,England,0.595573652526458,0.2118925180335925,0.1613809080857188,,0.024781929550520384,,,,,,,,0.006370991803710269,56977
93,E14000604,BROMLEY AND CHISLEHURST,London,England,0.5257867708379055,0.2867708379054558,0.14530571039810386,,0.03392880656629944,,,,,,,,0.00820787429223544,45566
94,E14000605,BROMSGROVE,West Midlands,England,0.6339917452830188,0.2082473466981132,0.12490787146226415,,0.03285303655660377,,,,,,,,,54272
95,E14000606,BROXBOURNE,East,England,0.6558258039652293,0.23174752708431465,0.08499978589474586,,0.027426883055710186,,,,,,,,,46706
96,E14000607,BROXTOWE,East Midlands,England,0.4812925170068027,0.3848422347662469,,,0.03267477203647416,,,,,,,,0.10119047619047619,55272
97,E14000608,BUCKINGHAM,South East,England,0.5836143591036591,0.12036307478962463,0.26196854612499604,0.020265372372277726,,,,,,,,,0.013788647609442466,63458
98,E14000609,BURNLEY,North West,England,0.40324235583829265,0.3685614611122512,0.08980607428688693,0.08624050892673918,0.018956494972296328,,,,,,,,0.03319310486353376,38984
99,E14000610,BURTON,West Midlands,England,0.6065082687020394,0.30908120973367803,0.055008412327136935,,0.029402109237145552,,,,,,,,,48738
100,E14000611,BURY NORTH,North West,England,0.46241540530731623,0.46017377938131127,0.03381652825516108,0.026472534745201854,0.017121752311009587,,,,,,,,,46841
101,E14000612,BURY SOUTH,North West,England,0.43827823527071647,0.43028205434220473,0.046047658829613716,0.03325774754346183,0.016867565739746192,,,,,,,,0.035266738274257074,50274
102,E14000613,BURY ST EDMUNDS,East,England,0.6096163468211825,0.20630437238730087,,,0.15673773746307923,,,,,,,,0.027341543328437464,61957
103,W07000076,CAERPHILLY,Wales,Wales,0.2788094822643767,0.4491362763915547,,0.11192262631801979,,,0.1601316150260488,,,,,,,40117
104,S14000009,"CAITHNESS, SUTHERLAND AND EASTER ROSS",Scotland,Scotland,0.1645420733064183,0.06154433035572369,0.37209524112280257,0.03620815716692628,,0.36561019804812916,,,,,,,,31457
105,E14000614,CALDER VALLEY,Yorkshire and The Humber,England,0.5187652483864827,0.4188569549945495,0.04990223729517416,,,,,,,,,,0.01247555932379354,57793
106,E14000615,CAMBERWELL AND PECKHAM,London,England,0.11467110387311477,0.7126318770799405,0.0900481484103944,0.018427387948736104,0.06197337676131134,,,,,,,,0.0022481059265028677,56492
107,E14000616,CAMBORNE AND REDRUTH,South West,England,0.5313796731987214,0.35864752715071374,0.06956936089105963,,0.026981952468878433,,,,,,,,0.013421486290626799,50367
108,E14000617,CAMBRIDGE,East,England,0.1552606599787824,0.4797409220346554,0.3003405981871987,0.019375011632451748,0.04027620093431852,,,,,,,,0.0050066072325932,53729
109,E14000618,CANNOCK CHASE,West Midlands,England,0.6830911407164295,0.25385960745363073,,,0.06304925182993976,,,,,,,,,46313
110,E14000619,CANTERBURY,South East,England,0.4521817244190109,0.4827242027514847,0.056693227754395885,,,,,,,,,,0.008400845075108545,60113
111,W07000050,CARDIFF CENTRAL,Wales,Wales,0.20147290899526565,0.6122375783080676,0.15059059824972504,0.024054325474630576,,,,,,,,,0.011644588972311224,41822
112,W07000051,CARDIFF NORTH,Wales,Wales,0.3623210420385068,0.49489234040937224,0.06797554399422777,0.024892720161014695,0.015569817339459993,,0.030494056886796034,,,,,,0.003854479170622413,52666
113,W07000080,CARDIFF SOUTH AND PENARTH,Wales,Wales,0.2895470452163942,0.5413709246920658,0.05901658791197928,0.039522331402360666,0.02336938255007019,,0.047173728227129834,,,,,,,50579
114,W07000079,CARDIFF WEST,Wales,Wales,0.27983628213179723,0.5177469302899712,0.05914199709812244,0.03506074452649587,0.024536024427745416,,0.08367802152586785,,,,,,,46177
115,E14000620,CARLISLE,North West,England,0.55183915284678,0.3578009469829496,0.06598558533342663,,,,,,,,,,0.0243743148368437,42873
116,W07000067,CARMARTHEN EAST AND DINEFWR,Wales,Wales,0.34461733573972003,0.2102824252475489,,0.056363104238817616,,,0.3887371347739135,,,,,,,41002
117,W07000066,CARMARTHEN WEST AND SOUTH PEMBROKESHIRE,Wales,Wales,0.5267369520824429,0.34283136249228285,0.04416583558911526,,,,0.086265849836159,,,,,,,42114
118,E14000621,CARSHALTON AND WALLINGTON,London,England,0.424090594321561,0.12385433215202249,0.4112794818526213,0.021243227830054178,0.01545887816204326,,,,,,,,0.004073485681697829,49098
119,E14000622,CASTLE POINT,East,England,0.7672380694265646,0.16570680037039545,0.06705513020303995,,,,,,,,,,,44277
120,S14000010,CENTRAL AYRSHIRE,Scotland,Scotland,0.34774573430180084,0.1414664546353204,0.04906090170627928,,,0.4617269093565995,,,,,,,,46534
121,E14000623,CENTRAL DEVON,South West,England,0.5526759884281581,0.24752031960325113,0.15101942416310787,,0.048784267805482846,,,,,,,,,58072
122,E14000624,CENTRAL SUFFOLK AND NORTH IPSWICH,East,England,0.62672,0.21088,0.11528888888888889,,0.04711111111111111,,,,,,,,,56250
123,W07000064,CEREDIGION,Wales,Wales,0.22139384116693678,0.15751153222790176,0.17391846403191621,0.051439970078543826,0.01653160453808752,,0.3792045879566139,,,,,,,40105
124,E14000625,CHARNWOOD,East Midlands,England,0.6343538336494176,0.22982028357265422,0.08770884132574731,,0.04811704145218098,,,,,,,,,55365
125,E14000626,CHATHAM AND AYLESFORD,South East,England,0.6658052607291186,0.23802491924319336,0.06612828795569912,,0.025149976926626672,,,,,,,,0.004891555145362252,43340
126,E14000627,CHEADLE,North West,England,0.45961755183084985,0.1225515625279502,0.4178308856411999,,,,,,,,,,,55903
127,E14000628,CHELMSFORD,East,England,0.5590490529043101,0.18022828332341304,0.2505689576695494,,,,,,,,,,0.010153706102727495,57122
128,E14000629,CHELSEA AND FULHAM,London,England,0.49860105508212127,0.23220349843019158,0.2585164776489182,,,,,,,,,,0.010678968838768928,46821
129,E14000630,CHELTENHAM,South West,England,0.4799096989403103,0.04921070808834678,0.4633825833515845,,,,,,,,,,0.007497009619758411,59357
130,E14000631,CHESHAM AND AMERSHAM,South East,England,0.5540091586603214,0.12868815659513333,0.2626739696507138,,0.054628715093831375,,,,,,,,,55685
131,E14000632,CHESTERFIELD,East Midlands,England,0.37002611428318505,0.4021378303014208,0.08819103262072324,0.10558580091178683,0.025406099234276103,,,,,,,,0.008653122648607976,45186
132,E14000633,CHICHESTER,South East,England,0.5780579004947504,0.14808222980585536,0.2271606550952762,,0.04126185849811407,,,,,,,,0.005437356106003951,61243
133,E14000634,CHINGFORD AND WOODFORD GREEN,London,England,0.48470398810998266,0.45865329039715963,0.056642721492857734,,,,,,,,,,,48444
134,E14000635,CHIPPENHAM,South West,England,0.5428116079090702,0.11206851258340776,0.34511987950752204,,,,,,,,,,,57099
135,E14000636,CHIPPING BARNET,London,England,0.4472024874498428,0.426149490177005,0.103041567510292,,0.022373152217339192,,,,,,,,0.001233302645521027,57569
136,E14000637,CHORLEY,North West,England,,,,,0.09029345372460497,,,,,,,,0.909706546275395,39870
137,E14000638,CHRISTCHURCH,South West,England,0.6524224750245423,0.1264268252776655,0.17857211603241516,,0.04257858366537699,,,,,,,,,51951
138,E14000639,CITIES OF LONDON AND WESTMINSTER,London,England,0.3990590548416544,0.2720782716569529,0.3065327809376682,,0.017040001872527678,,,,,,,,0.005289890691196779,42723
139,E14000640,CITY OF CHESTER,North West,England,0.3833944281524927,0.4963709677419355,0.06843841642228739,0.025439882697947214,0.026356304985337243,,,,,,,,,54560
140,E14000641,CITY OF DURHAM,North East,England,0.31736220553019917,0.4202091733355165,0.16240610737018768,0.06655887349311283,0.03346364027098385,,,,,,,,,48859
141,E14000642,CLACTON,East,England,0.722612972923275,0.1548292189583046,0.058405737139704865,,0.028157035811152486,,,,,,,,0.0359950351675631,43506
142,E14000643,CLEETHORPES,Yorkshire and The Humber,England,0.6898940417359029,0.22769157728910852,0.05470553961026349,,0.02770884136472518,,,,,,,,,46339
143,W07000062,CLWYD SOUTH,Wales,Wales,0.44681319892028865,0.41268660827411446,0.04120531041701096,0.0404340880295268,,,0.05886079435905911,,,,,,,36306
144,W07000059,CLWYD WEST,Wales,Wales,0.5074994403402732,0.33967614357137527,0.05564261373529339,,,,0.09718180235305823,,,,,,,40203
145,S14000011,"COATBRIDGE, CHRYSTON AND BELLSHILL",Scotland,Scotland,0.1267704941830323,0.3537048174032061,0.03243400178345534,,0.01675618506459841,0.4703345015657079,,,,,,,,48221
146,E14000644,COLCHESTER,East,England,0.5043186629943979,0.32776872201300283,0.13924643546362392,,0.028666179528975325,,,,,,,,,53373
147,E14000645,COLNE VALLEY,Yorkshire and The Humber,England,0.4841686921106221,0.4003645799119753,0.06265190829665637,0.02082375353084149,0.017539249819352294,,,,,,,,0.014451816330552453,60892
148,E14000646,CONGLETON,North West,England,0.5896423392098964,0.26533643177886884,0.1052889067496025,,0.028235458564115107,,,,,,,,0.011496863697517167,57233
149,E14000647,COPELAND,North West,England,0.5374973543729276,0.4001128800884227,0.044399501446276135,,0.017990264092373538,,,,,,,,,42523
150,E14000648,CORBY,East Midlands,England,0.5524596940884663,0.3826705250103348,0.06486978090119884,,,,,,,,,,,60475
151,E14000649,COVENTRY NORTH EAST,West Midlands,England,0.35370353703537033,0.5267752677526776,0.0463729637296373,0.047475474754747546,0.025672756727567275,,,,,,,,,44444
152,E14000650,COVENTRY NORTH WEST,West Midlands,England,0.43377178284182305,0.43812835120643434,0.05690767426273458,0.040968498659517426,0.030223693029490618,,,,,,,,,47744
153,E14000651,COVENTRY SOUTH,West Midlands,England,0.42498445963946363,0.43388686617529526,0.0754373501465234,0.03179113755439126,0.02424296243672853,,,,,,,,0.009657224047597904,45044
154,E14000652,CRAWLEY,South East,England,0.5418946271468366,0.37435619952303656,0.054670434277240026,,0.029078739052886833,,,,,,,,,49899
155,E14000653,CREWE AND NANTWICH,North West,England,0.5312407462244596,0.3737785016286645,0.048452768729641695,0.025725496002368967,0.018044862303819957,,,,,,,,0.0027576251110453063,54032
156,E14000654,CROYDON CENTRAL,London,England,0.3918031270237765,0.5018780645758164,0.0653529466185586,0.018484596169858453,0.022481265611990008,,,,,,,,,54045
157,E14000655,CROYDON NORTH,London,England,0.21259148698951608,0.6562786599291481,0.08049056807351328,0.015087485838623245,0.02929381934578935,,,,,,,,0.00625797982340988,55609
158,E14000656,CROYDON SOUTH,London,England,0.5220020890191718,0.3141278344957714,0.12640250682300616,,0.030021227130294148,,,,,,,,0.007446342531756461,59358
159,S14000012,"CUMBERNAULD, KILSYTH AND KIRKINTILLOCH EAST",Scotland,Scotland,0.16153745129799063,0.244757693823053,0.06492142012870464,,,0.5287834347502517,,,,,,,,45686
160,W07000070,CYNON VALLEY,Wales,Wales,0.22195396216430746,0.5137253604974203,0.03138642677602858,0.10070776557745734,,,0.08473343034792961,,,,,,0.04749305463685673,30236
161,E14000657,DAGENHAM AND RAINHAM,London,England,0.4384360352120727,0.44513547502000683,0.027026409054532984,0.06601120384131702,0.013764719332342518,,,,,,,,0.009626157539727906,43735
162,E14000658,DARLINGTON,North East,England,0.4805048507977378,0.40477723113706376,0.04820911306266955,0.03549588486826981,0.024299967814612165,,,,,,,,0.0067129523196468805,43498
163,E14000659,DARTFORD,South East,England,0.6294726320270996,0.27480887770023876,0.06915572996686596,,0.026562760305795678,,,,,,,,,54023
164,E14000660,DAVENTRY,East Midlands,England,0.6455237531139487,0.1911920979739735,0.12250230824172953,,0.04078184067034824,,,,,,,,,57403
165,W07000042,DELYN,Wales,Wales,0.436695334897055,0.41415168100078187,0.06114151681000782,0.05136825645035184,,,0.03664321084180349,,,,,,,38370
166,E14000661,DENTON AND REDDISH,North West,England,0.34057219861096716,0.5005960402197575,0.04255208873224837,0.07875505338447186,0.02912822639162434,,,,,,,,0.00839639266093086,38588
167,E14000662,DERBY NORTH,East Midlands,England,0.45215560329242616,0.39813259033966436,0.07337771444371186,0.04058106642278325,0.02224727226322394,,,,,,,,0.013505753238190442,47017
168,E14000664,DERBYSHIRE DALES,East Midlands,England,0.5869321817018555,0.23942338451695458,0.13249760076775433,,0.0411468330134357,,,,,,,,,50016
169,E14000663,DERBY SOUTH,East Midlands,England,0.36905939428194623,0.5108096651123357,0.06172577834298903,0.05840516226272903,,,,,,,,,,42462
170,E14000665,DEVIZES,South West,England,0.6309612591749421,0.15382501864426737,0.16008556737449464,,0.055128154806295876,,,,,,,,,50954
