,id,Constituency,Country/Region,Country,Con Vote,Liberal Vote,Labour Vote,SNP Vote,PC Vote,DUP Vote,Sinn Fein Vote,SDLP Vote,UUP Vote,Other Vote,Total votes
64,325,BOLSOVER,East Midlands,England,0.17318276958060932,0.17519832553812761,0.6516189048812631,,,,,,,,38699
65,437,BOLTON NORTH EAST,North West,England,0.3459944190078838,0.1637452250006773,0.4571536940207526,,,,,,,0.03310666197068624,36911
66,438,BOLTON SOUTH EAST,North West,England,0.20379905808477236,0.18985871271585558,0.5691993720565149,,,,,,,0.037142857142857144,31850
67,439,BOLTON WEST,North West,England,0.37429395949979033,0.17860049823644034,0.42520287102582444,,,,,,,0.0219026712379449,40543
68,479,BOOTLE,North West,England,0.06166575599094528,0.11661853094996487,0.7550152212942003,,,,,,,0.06670049176488954,25622
69,344,BOSTON & SKEGNESS,East Midlands,England,0.46165420716998257,0.08715278607084,0.3205713057393298,,,,,,,0.13062170101984763,41869
70,335,BOSWORTH,East Midlands,England,0.42552474788942923,0.22164677151097917,0.31354344301985304,,,,,,,0.03928503757973852,47499
71,240,BOURNEMOUTH EAST,South West,England,0.45014495066358146,0.3106731562009628,0.19125508657145138,,,,,,,0.04792680656400436,37599
72,241,BOURNEMOUTH WEST,South West,England,0.4143674095035963,0.29554297842235583,0.23063318004952246,,,,,,,0.05945643202452541,33924
73,7,BRACKNELL,South East,England,0.4969007254453374,0.19804071097553821,0.2615513971177724,,,,,,,0.04350716646135195,51141
74,402,BRADFORD NORTH,Yorkshire and the Humber,England,0.1619036543884641,0.32302235660086637,0.42509521179172605,,,,,,,0.08997877721894351,34397
75,403,BRADFORD SOUTH,Yorkshire and the Humber,England,0.24004917361016254,0.14571779811501162,0.49047944269908483,,,,,,,0.12375358557574102,36605
76,404,BRADFORD WEST,Yorkshire and the Humber,England,0.3174131815557205,0.18202315158514118,0.4006159091533999,,,,,,,0.09994775770573841,36369
77,32,BRAINTREE,Eastern,England,0.4447648666478183,0.13263594383187258,0.37138818207520496,,,,,,,0.05121100744510414,53055
78,558,BRECON & RADNORSHIRE,Wales,Wales,0.34628726428627316,0.4481364596645888,0.15010041469966875,,0.036618763203880966,,,,,0.018857098145588273,38341
79,145,BRENT EAST,London,England,0.10277455903180122,0.47521565598043003,0.3879232650959186,,,,,,,0.03408651989185014,31068
80,146,BRENT NORTH,London,England,0.33011041981951683,0.15895969956840983,0.48820133400594135,,,,,,,0.022728546606131942,35682
81,147,BRENT SOUTH,London,England,0.1506853917484209,0.2074653944362317,0.5879922053487434,,,,,,,0.05385700846660395,29764
82,148,BRENTFORD & ISLEWORTH,London,England,0.3024534411195862,0.2276767281656779,0.3983093204685225,,,,,,,0.07156051024621335,46017
83,33,BRENTWOOD & ONGAR,Eastern,England,0.5348057537659984,0.27176350662589194,0.14903160040774718,,,,,,,0.04439913920036244,44145
84,551,BRIDGEND,Wales,Wales,0.2611532264454951,0.20996328481998996,0.43345043450698645,,0.06674766898227634,,,,,0.02868538524525212,37859
85,254,BRIDGWATER,South West,England,0.4414974329127606,0.227400278534162,0.2654596852979692,,,,,,,0.06564260325510819,48109
86,369,BRIGG & GOOLE,Yorkshire and the Humber,England,0.3843064493400348,0.13363708957677675,0.45227582319507725,,,,,,,0.029780637888111233,42578
87,23,"BRIGHTON, KEMPTOWN",South East,England,0.3303456783906946,0.16516025076160024,0.39925476472217325,,,,,,,0.10523930612553187,39719
88,24,"BRIGHTON, PAVILION",South East,England,0.23880836989227552,0.16471047614672576,0.35434228357489034,,,,,,,0.24213887038610837,43537
89,215,BRISTOL EAST,South West,England,0.2106184084372004,0.2524209012464046,0.4590604026845638,,,,,,,0.07790028763183125,41720
90,216,BRISTOL NORTH WEST,South West,England,0.27857323338667567,0.20098121788932874,0.467278699570454,,,,,,,0.05316684915354165,47492
91,217,BRISTOL SOUTH,South West,England,0.20000945000945,0.22765072765072766,0.4908807408807409,,,,,,,0.08145908145908146,42328
92,218,BRISTOL WEST,South West,England,0.26881664227472296,0.38307547564290195,0.29373127047180986,,,,,,,0.054376611610565194,57396
93,149,BROMLEY & CHISLEHURST,London,England,0.5111515703231679,0.20304744565099594,0.22196935214686694,,,,,,,0.06383163187896916,46137
94,265,BROMSGROVE,West Midlands,England,0.5100815728927003,0.15053336122150177,0.2992470194519975,,,,,,,0.04013804643380046,47810
95,64,BROXBOURNE,Eastern,England,0.5384956187850743,0.12240326868169735,0.25521807620360343,,,,,,,0.08388303632962489,40628
96,359,BROXTOWE,East Midlands,England,0.3721058886202516,0.16057451952628776,0.41914928492398473,,,,,,,0.04817030692947588,48806
97,17,BUCKINGHAM,South East,England,0.5744095058687146,0.19682447678390294,0.1991222804148467,,,,,,,0.029643736932535657,48307
98,466,BURNLEY,North West,England,0.10789318420850114,0.2365390041813098,0.38475745837929354,,,,,,,0.27081035323089553,38983
99,278,BURTON,West Midlands,England,0.381771855812205,0.13023683221252244,0.411448978739401,,,,,,,0.07654233323587152,47882
100,440,BURY NORTH,North West,England,0.364634667746799,0.1465829564121605,0.43047773352235646,,,,,,,0.05830464231868404,44439
101,441,BURY SOUTH,North West,England,0.2765745517699341,0.17796393727333096,0.5041885886499463,,,,,,,0.04127292230678858,39154
102,133,BURY ST EDMUNDS,Eastern,England,0.4624185180258082,0.1980843421577757,0.27370341511621277,,,,,,,0.06579372470020335,52619
103,547,CAERNARFON,Wales,Wales,0.12439729990356799,0.12529018893531912,0.2692239008536019,,0.4552662595092682,,,,,0.025822350798242796,27999
104,552,CAERPHILLY,Wales,Wales,0.14558107522496114,0.09842208570190421,0.5656529608198017,,0.17413138239567666,,,,,0.016212495857656325,39229
105,S14000009,"CAITHNESS, SUTHERLAND & EASTER ROSS",Scotland,Scotland,0.10248346166359397,0.5045367458337852,0.20926869826121533,0.13324657484726893,,,,,,0.05046451939413657,27663
106,405,CALDER VALLEY,Yorkshire and the Humber,England,0.3571069709022399,0.1889679715302491,0.38572325727444,,,,,,,0.06820180029307096,47770
107,150,CAMBERWELL & PECKHAM,London,England,0.09799592977130833,0.1879893760132455,0.6530647442309683,,,,,,,0.06094994998447794,28991
108,118,CAMBRIDGE,Eastern,England,0.1650944478872593,0.4395785994629209,0.33998944203447407,,,,,,,0.055337510615345774,43569
109,279,CANNOCK CHASE,West Midlands,England,0.2992005561348627,0.13750434480361487,0.5130112385586838,,,,,,,0.050283860502838604,43155
110,77,CANTERBURY,South East,England,0.44367159098073006,0.2113812595877025,0.2866749322293904,,,,,,,0.05827221720217707,47587
111,560,CARDIFF CENTRAL,Wales,Wales,0.092411159083361,0.49792427764862174,0.3431307428318388,,0.035176574781357245,,,,,0.03135724565482121,36132
112,561,CARDIFF NORTH,Wales,Wales,0.36510141093474424,0.18701499118165785,0.3903659611992945,,0.04268077601410935,,,,,0.014836860670194003,45360
113,562,CARDIFF SOUTH & PENARTH,Wales,Wales,0.22242089293454703,0.2039716081491114,0.47266471608149113,,0.0548060251408756,,,,,0.04613675769397486,36912
114,563,CARDIFF WEST,Wales,Wales,0.21880153930731172,0.17534214866467984,0.4551083591331269,,0.12488064581464657,,,,,0.025867307080234946,34561
115,495,CARLISLE,North West,England,0.3199412329773408,0.16714697406340057,0.48084421088320056,,,,,,,0.03206758207605809,35394
116,536,CARMARTHEN EAST & DINEFWR,Wales,Wales,0.13671619962915568,0.09712465070120917,0.28317359170562273,,0.45861951894701103,,,,,0.024366039017001385,38291
117,537,CARMARTHEN WEST & SOUTH PEMBROKESHIRE,Wales,Wales,0.3180677706468056,0.14259303277606106,0.3685127961334284,,0.1474262472598579,,,,,0.023400153183847028,37863
118,151,CARSHALTON & WALLINGTON,London,England,0.37827732751213394,0.40307935254638766,0.17175634564919534,,,,,,,0.04688697429228304,43061
119,34,CASTLE POINT,Eastern,England,0.4829046766516746,0.10303043535216803,0.3038513602026112,,,,,,,0.11021352779354614,45802
120,S14000010,CENTRAL AYRSHIRE,Scotland,Scotland,0.22117515336707796,0.16050477012432646,0.46429987637330594,0.11590585710620233,,,,,,0.03811434302908726,42871
121,134,CENTRAL SUFFOLK & NORTH IPSWICH,Eastern,England,0.43905555773994415,0.21053355876223803,0.28461054535446073,,,,,,,0.06580033814335706,50866
122,538,CEREDIGION,Wales,Wales,0.12393245611594848,0.3652599660611456,0.1206498456060311,,0.359167663504604,,,,,0.030990068712270842,35947
123,336,CHARNWOOD,East Midlands,England,0.4656827880512091,0.17893551446183026,0.2916469100679627,,,,,,,0.06373478741899795,50616
124,78,CHATHAM & AYLESFORD,South East,England,0.3815351711026616,0.13650190114068442,0.43695342205323195,,,,,,,0.045009505703422055,42080
125,442,CHEADLE,North West,England,0.40409385079157617,0.4888378270126694,0.08788498429495963,,,,,,,0.01918333790079474,47437
126,248,CHELTENHAM,South West,England,0.3626464317645171,0.41544210357396666,0.1143485935673185,,,,,,,0.10756287109419775,43621
127,18,CHESHAM & AMERSHAM,South East,England,0.5439624604539567,0.25099263222710577,0.1403486421640444,,,,,,,0.06469626515489309,47097
128,424,"CHESTER, CITY OF",North West,England,0.3684163641627508,0.21864908803420707,0.3887936218070062,,,,,,,0.0241409259960359,44903
129,326,CHESTERFIELD,East Midlands,England,0.08170712359194035,0.473130708732803,0.40411595385417376,,,,,,,0.04104621382108293,44121
130,112,CHICHESTER,South East,England,0.4828533806606744,0.2756054273773401,0.18381328600599225,,,,,,,0.057727905955993204,52401
131,152,CHINGFORD & WOODFORD GREEN,London,England,0.5318515835230802,0.17677499482508796,0.2565203891533844,,,,,,,0.034853032498447525,38648
132,153,CHIPPING BARNET,London,England,0.465869139472877,0.1574054411174819,0.3252400839999056,,,,,,,0.051485335409735496,42381
133,467,CHORLEY,North West,England,0.353164276059634,0.13984546793358751,0.5069902560067784,,,,,,,,49569
134,242,CHRISTCHURCH,South West,England,0.5470377193833026,0.24530204596140792,0.15613303597401337,,,,,,,0.05152719868127606,51565
135,154,CITIES OF LONDON & WESTMINSTER,London,England,0.4730451941787486,0.200235700386439,0.25118535368761474,,,,,,,0.07553375174719763,36487
136,370,CLEETHORPES,Yorkshire and the Humber,England,0.37273165248113055,0.14767487210075936,0.4333432746793916,,,,,,,0.04625020073871849,43589
137,531,CLWYD SOUTH,Wales,Wales,0.25690079256627496,0.15502110473414107,0.44966748656281313,,0.09447025598979684,,,,,0.04394036014697398,32931
138,532,CLWYD WEST,Wales,Wales,0.36246981524119726,0.1326163868141742,0.35873532880327963,,0.10877744707137643,,,,,0.037401022069972485,35614
139,S14000011,"COATBRIDGE, CHRYSTON & BELLSHILL",Scotland,Scotland,0.0723711662841644,0.12009701648237012,0.6448205716670143,0.1357709159190486,,,,,,0.02694032964740246,38344
140,35,COLCHESTER,Eastern,England,0.3311432325886991,0.4709459007995724,0.19791086661172855,,,,,,,,44899
141,406,COLNE VALLEY,Yorkshire and the Humber,England,0.32778004905968927,0.24165985282093214,0.35846279640228945,,,,,,,0.07209730171708913,48920
142,425,CONGLETON,North West,England,0.45390086114562356,0.2688402382074461,0.2772589006469303,,,,,,,,46682
143,548,CONWY,Wales,Wales,0.2792286894256767,0.19975042338889384,0.3707698249992572,,0.11082389993166354,,,,,0.03942716225450872,33657
144,496,COPELAND,North West,England,0.31735640015404215,0.11493912373729893,0.5045768285096425,,,,,,,0.0631276475990165,33757
145,351,CORBY,East Midlands,England,0.40639470320782783,0.1295702642110336,0.43817964674083854,,,,,,,0.02585538584030004,47727
146,249,COTSWOLD,South West,England,0.49261895208126544,0.28801926041688664,0.1786023526430276,,,,,,,0.0407594348588203,47351
147,306,COVENTRY NORTH EAST,West Midlands,England,0.1870143836537169,0.16461890038983734,0.5693776045167361,,,,,,,0.07898911143970964,37195
148,307,COVENTRY NORTH WEST,West Midlands,England,0.26766886136562457,0.18260509231548414,0.48211243611584326,,,,,,,0.06761361020304803,43438
149,308,COVENTRY SOUTH,West Midlands,England,0.3046331571832371,0.17765761337102126,0.458375322600467,,,,,,,0.05933390684527467,40685
150,113,CRAWLEY,South East,England,0.3901079265241941,0.15493293307602507,0.39098944559597837,,,,,,,0.06396969480380245,41973
151,426,CREWE & NANTWICH,North West,England,0.32567552029435437,0.18588018857077154,0.4884442911348741,,,,,,,,43485
152,480,CROSBY,North West,England,0.32113057412830853,0.17400674144885891,0.4824832845222965,,,,,,,0.022379399900536,36194
153,155,CROYDON CENTRAL,London,England,0.4079906857037809,0.13040014706783504,0.4064587290887922,,,,,,,0.05515043813959189,48957
154,156,CROYDON NORTH,London,England,0.2204711838894337,0.17241772527196844,0.5372089310557164,,,,,,,0.06990215978288138,43847
155,157,CROYDON SOUTH,London,England,0.5178231793361556,0.20551363069308956,0.24115998936540073,,,,,,,0.03550320060535411,48897
156,S14000012,"CUMBERNAULD, KILSYTH & KIRKINTILLOCH EAST",Scotland,Scotland,0.06953540728612362,0.14881805157593123,0.5180873925501432,0.2222932869422841,,,,,,0.04126586164551781,39088
157,553,CYNON VALLEY,Wales,Wales,0.07738206927609112,0.11224528089465981,0.6407475513190979,,0.14316808646376702,,,,,0.026457012046384207,26647
158,158,DAGENHAM,London,England,0.2542394863979767,0.10071009370642975,0.5008268214389936,,,,,,,0.1442235984566,30841
159,507,DARLINGTON,North East,England,0.25995226972682034,0.1845485934802478,0.5240936325784503,,,,,,,0.031405504214481565,39388
160,79,DARTFORD,South East,England,0.4105047136535625,0.10765514440240279,0.42559695589901453,,,,,,,0.0562431860450202,46779
161,352,DAVENTRY,East Midlands,England,0.5163222422607918,0.16486043779678683,0.27333344363738643,,,,,,,0.04548387630503483,60439
162,533,DELYN,Wales,Wales,0.26161628043759555,0.1790671685684037,0.45700505822844373,,0.07422656158099047,,,,,0.028084931184566522,34004
163,443,DENTON & REDDISH,North West,England,0.1930477963997517,0.16404266124936517,0.5738953783646521,,,,,,,0.06901416398623103,35442
164,327,DERBY NORTH,East Midlands,England,0.3540782326897622,0.1645214295495002,0.439819252362043,,,,,,,0.0415810853986946,43818
165,328,DERBY SOUTH,East Midlands,England,0.18931132271228646,0.32338090517142,0.45380766836511194,,,,,,,0.03350010375118161,43373
166,259,DEVIZES,South West,England,0.48539521960602716,0.2504007409254444,0.22297225091725145,,,,,,,0.04123178855127703,56146
167,407,DEWSBURY,Yorkshire and the Humber,England,0.2899857494494105,0.1457183573001684,0.40956082394092497,,,,,,,0.15473506930949604,38595
168,389,DON VALLEY,Yorkshire and the Humber,England,0.2935112847222222,0.1797417534722222,0.5267469618055556,,,,,,,,36864
169,390,DONCASTER CENTRAL,Yorkshire and the Humber,England,0.18890279758958983,0.2275042939070187,0.5128526098221303,,,,,,,0.0707402986812611,34351
170,391,DONCASTER NORTH,Yorkshire and the Humber,England,0.15437963138894167,0.12033694344163658,0.5551649882829818,,,,,,,0.17011843688643993,31578
171,80,DOVER,South East,England,0.3495739704285356,0.15886308579066077,0.4527608386935093,,,,,,,0.03880210508729429,47884
172,309,DUDLEY NORTH,West Midlands,England,0.3109061051004637,0.10280622102009274,0.44208848531684697,,,,,,,0.1441991885625966,41408
173,310,DUDLEY SOUTH,West Midlands,England,0.3451471636622874,0.1224157246155413,0.45320297382625524,,,,,,,0.07923413789591609,39276
174,159,DULWICH & WEST NORWOOD,London,England,0.219105003691443,0.24415918454833407,0.45390459406034916,,,,,,,0.08283121769987378,41989
175,S14000013,DUMFRIES & GALLOWAY,Scotland,Scotland,0.3537364170482011,0.08368866793735631,0.4111532491010198,0.12147530997622369,,,,,,0.02994635593719911,50891
176,S14000014,"DUMFRIESSHIRE, CLYDESDALE & TWEEDDALE",Scotland,Scotland,0.36177604446835215,0.20275237582929892,0.3228214093598709,0.09133494710417787,,,,,,0.021315223238300162,44616
177,S14000015,DUNDEE EAST,Scotland,Scotland,0.12799696509863429,0.11375821952453212,0.3622913505311077,0.3719777440566515,,,,,,0.023975720789074353,39540
178,S14000016,DUNDEE WEST,Scotland,Scotland,0.08290015161360191,0.14411414338314923,0.4458522850335716,0.30022200563136237,,,,,,0.026911414338314923,36936
179,S14000017,DUNFERMLINE & WEST FIFE,Scotland,Scotland,0.10322215407840732,0.20165589470208048,0.4743831674293532,0.18931924328914468,,,,,,0.031419540501014295,42394
180,508,"DURHAM, CITY OF",North East,England,0.09419799837706248,0.39793526282571456,0.4717338382472275,,,,,,,0.03613290054999549,44364
181,161,EALING NORTH,London,England,0.2988152321155955,0.19670157180639475,0.4505988345840411,,,,,,,0.05388436149396865,46507
182,162,"EALING, ACTON & SHEPHERD'S BUSH",London,England,0.27910556999722386,0.2520253388183631,0.4184185952603286,,,,,,,0.050450495924084494,39623
183,160,"EALING, SOUTHALL",London,England,0.21568710808800085,0.2443830375172707,0.48755446912530553,,,,,,,0.05237538526942289,47045
184,509,EASINGTON,North East,England,0.10673363679171245,0.1286140323340135,0.7136399309370586,,,,,,,0.051012399937215507,31855
185,646,EAST ANTRIM,Northern Ireland,Northern Ireland,,,,,,0.49630119306198256,0.026064784210029276,0.05335725753140051,0.2663770579532219,0.15789970724336574,31767
186,229,EAST DEVON,South West,England,0.4685564602919975,0.30740958840132393,0.1542835096554105,,,,,,,0.06975044165126809,49247
187,S14000018,EAST DUNBARTONSHIRE,Scotland,Scotland,0.16496875267528466,0.418050680592415,0.33113603287389776,0.05812858488143138,,,,,,0.02771594897697115,46724
188,163,EAST HAM,London,England,0.13131491824407995,0.1085698400262832,0.5389572645252597,,,,,,,0.22115797720437716,39569
189,49,EAST HAMPSHIRE,South East,England,0.45678315361598826,0.35311165057678917,0.16031539923596605,,,,,,,0.029789796571256515,53139
190,S14000019,"EAST KILBRIDE, STRATHAVEN & LESMAHAGOW",Scotland,Scotland,0.10005656464081453,0.16558774851779692,0.4873777051515723,0.17893281377663253,,,,,,0.06804516791318375,47733
191,647,EAST LONDONDERRY,Northern Ireland,Northern Ireland,,,,,,0.4288249211356467,0.16079878323569174,0.17116381252816584,0.21118747183415953,0.028025011266336188,35504
192,S14000020,EAST LOTHIAN,Scotland,Scotland,0.1597998951415589,0.2482305138063614,0.4146932890597693,0.13096382383781893,,,,,,0.04631247815449144,45776
193,S14000021,EAST RENFREWSHIRE,Scotland,Scotland,0.29866047885244174,0.1826600569560173,0.43908870372323594,0.06845269486341103,,,,,,0.011138065604893999,47405
194,99,EAST SURREY,South East,England,0.5615698536129778,0.23832050839542768,0.1479706819889144,,,,,,,0.05213895600268004,49253
195,114,EAST WORTHING & SHOREHAM,South East,England,0.43885683496845745,0.24345014929394068,0.2551467121657724,,,,,,,0.06254630357182947,44543
