,id,Constituency,Country/Region,Con Vote,Labour Vote,Liberal Vote,SNP/PC Vote,DUP Vote,VUPP Vote,OUP Vote,SDLP Vote,Alliance Vote,Other Vote,Total votes
15,20,ARMAGH,Northern Ireland,,,,,,,0.6001823679032491,0.31762409815872406,,0.082,62511
16,21,ARUNDEL,South East,0.5619426150081298,0.1850641352012745,0.2529932497905957,,,,,,,,60887
17,22,ASHFIELD,East Midlands,0.22324213847753593,0.6340671949514145,0.1426906665710495,,,,,,,,55778
18,23,ASHFORD,South East,0.44307169430028015,0.3047122583015662,0.2522160473981537,,,,,,,,43546
19,24,ASHTON UNDER LYNE,North West,0.2926689444839368,0.538650278612213,0.1686807769038501,,,,,,,,43609
20,25,AYLESBURY,South East,0.4677822772748928,0.2896617436874702,0.24255597903763698,,,,,,,,50376
21,26,AYR,Scotland,0.4237423669671416,0.3457400407095086,0.06326936124842493,0.16724823107492487,,,,,,,41268
22,27,AYRSHIRE CENTRAL,Scotland,0.24754223943482145,0.45086606800868195,0.056177384346937906,0.24541430820955867,,,,,,,46994
23,30,BANBURY,South East,0.47351744640901267,0.35242919730871536,0.16335471757158504,,,,,,,0.010698638710686903,51128
24,31,BANFF,Scotland,0.3790113871635611,0.07332643202208419,0.0888112491373361,0.4588509316770186,,,,,,,23184
25,32,BARKING,London,0.15592737629049483,0.6391954432182271,0.1556010442624896,,,,,,,0.04927613622878842,33708
26,33,BARKSTON ASH,Yorkshire and the Humber,0.4799962227328528,0.32353866977241963,0.19646510749472756,,,,,,,,63538
27,34,BARNSLEY,Yorkshire and the Humber,0.1795092141697699,0.6533371526783157,0.16715363315191445,,,,,,,,52365
28,35,BARROW IN FURNESS,North West,0.33909878188047204,0.5140607156452227,0.13770460601446516,,,,,,,0.009135896459840122,42032
29,36,BARRY,Wales,0.4296170964063707,0.37622760878360983,0.16117997572369147,0.032975319086328024,,,,,,,54374
30,37,BASILDON,Eastern,0.32236881114734656,0.47877260598873406,0.18997924696116217,,,,,,,0.008879335902757189,67460
31,38,BASINGSTOKE,South East,0.4317083686424929,0.3393544742280303,0.2175936250241589,,,,,,,0.011343532105317931,67263
32,39,BASSETLAW,East Midlands,0.30895740456299403,0.5369010602030495,0.14649908215637059,,,,,,,0.007642453077585884,53386
33,40,BATH,South West,0.3771003899630454,0.2860613732415933,0.3337756997897058,,,,,,,0.003062537005655485,48979
34,41,BATLEY AND MORLEY,Yorkshire and the Humber,0.30045541149681676,0.4921000046470561,0.20744458385612716,,,,,,,,43038
35,42,"BATTERSEA,NORTH",London,0.21823785351704134,0.622226250906454,0.11051486584481508,,,,,,,0.04902102973168963,27580
36,43,"BATTERSEA,SOUTH",London,0.38266462276726204,0.47767262063449745,0.13399760063982938,,,,,,,0.005665155958411091,30008
37,44,BEACONSFIELD,South East,0.48310564947081697,0.25477720250348285,0.2621171480257002,,,,,,,,48093
38,45,BEBINGTON AND ELLESMERE PORT,North West,0.37926728949997063,0.47461660497091485,0.14611610552911453,,,,,,,,68076
39,46,BECKENHAM,London,0.47687638500818963,0.2683302823007997,0.2547933326910107,,,,,,,,41516
40,47,BEDFORD,Eastern,0.43614330874604845,0.3643484369511767,0.19950825430277486,,,,,,,,56940
41,50,BEDWELLTY,Wales,0.11778392492438149,0.708823453375042,0.09361185077945244,0.07978077092112407,,,,,,,38681
42,51,BEESTON,East Midlands,0.42016173589833744,0.4181358514574648,0.16170241264419777,,,,,,,,59727
43,52,BELFAST EAST,Northern Ireland,,,,,,0.5940951176886179,,,,0.4059048823113821,53786
44,53,BELFAST NORTH,Northern Ireland,,,,,,,0.6213971050975456,0.23914411579609818,0.07986154814348646,0.05959723096286973,47670
45,54,BELFAST SOUTH,Northern Ireland,,,,,,0.5986562239096728,,0.04750924343020713,0.2221405001391484,0.13169403252097167,50306
46,55,BELFAST WEST,Northern Ireland,,,,,0.36529218883349057,,,0.4900732156492836,,0.14485918339846382,44526
47,56,BELPER,East Midlands,0.373404750012917,0.47129841723645005,0.15529683275063294,,,,,,,,58063
48,57,BERMONDSEY,London,0.13772973666484908,0.7337139558007506,0.08082881611444334,,,,,,,0.04772749141995702,31177
49,58,BERWICK AND EAST LOTHIAN,Scotland,0.37568574898446333,0.43305833577620506,0.05885924871225763,0.132396666527074,,,,,,,47758
50,59,BERWICK UPON TWEED,North East,0.42894049261662215,0.13997592695887032,0.4310835804245075,,,,,,,,34063
51,60,BETHNAL GREEN,London,0.10502875578622528,0.6890517604152055,0.1297517183335671,,,,,,,0.0761677654650021,28516
52,61,BEXLEY HEATH,London,0.4383392537727055,0.3882800493789837,0.17338069684831078,,,,,,,,39693
53,62,BIRKENHEAD,North West,0.2892998678996037,0.51302132477826,0.19767880732213625,,,,,,,,42392
54,64,BIRMINGHAM ERDINGTON,West Midlands,0.31069065583284966,0.5144515380150899,0.1420545560069646,,,,,,,0.03280325014509576,43075
55,63,"BIRMINGHAM,EDGBASTON",West Midlands,0.4395388710914587,0.3851689753192257,0.17529215358931552,,,,,,,,44326
56,65,"BIRMINGHAM,HALL GREEN",West Midlands,0.437210389831229,0.3814351910895719,0.18135441907919908,,,,,,,,47046
57,66,"BIRMINGHAM,HANDSWORTH",West Midlands,0.36590183362412354,0.49415676334068537,0.10550745629917371,,,,,,,0.03443394673601738,30377
58,67,"BIRMINGHAM,LADYWOOD",West Midlands,0.22098942696775878,0.6447374146107993,0.13427315842144194,,,,,,,,22983
59,68,"BIRMINGHAM,NORTHFIED",West Midlands,0.31973112052104896,0.5209539904676908,0.14907999924045345,,,,,,,0.010234889770806829,52663
60,69,"BIRMINGHAM,PERRY BARR",West Midlands,0.3916564990524649,0.4748319098673451,0.10983619324524285,,,,,,,0.02367539783494717,38521
61,70,"BIRMINGHAM,SELLY OAK",West Midlands,0.40304525187363627,0.4107769661322455,0.18617778199411822,,,,,,,,42164
62,71,"BIRMINGHAM,SMALL HEATH",West Midlands,0.19072704555431735,0.6653496775065005,0.1439232769391821,,,,,,,,29613
63,72,"BIRMINGHAM,SPARKBROOK",West Midlands,0.2995083447606943,0.5845011538847453,0.09766212916819961,,,,,,,0.01832837218636075,29899
64,73,"BIRMINGHAM,STECHFORD",West Midlands,0.278194926035872,0.5756230199316487,0.14618205403247936,,,,,,,,40087
65,74,"BIRMINGHAM,YARDLEY",West Midlands,0.3860892935752184,0.4827042932276824,0.10467783415583513,,,,,,,0.026528579041264103,43161
66,75,BISHOP AUCKLAND,North East,0.3127442403032954,0.5284533877709731,0.15880237192573152,,,,,,,,51435
67,76,BLABY,East Midlands,0.4987337796187597,0.25999725161467635,0.24126896876656392,,,,,,,,50939
68,77,BLACKBURN,North West,0.3210319969647148,0.5145820159352472,0.11991905906159099,,,,,,,0.04446692803844694,39535
69,78,"BLACKPOOL,NORTH",North West,0.47256471266854133,0.34116855336842355,0.18626673396303506,,,,,,,,41607
70,79,"BLACKPOOL,SOUTH",North West,0.4492861024652932,0.320315201818092,0.23039869571661478,,,,,,,,40482
71,80,BLAYDON,North East,0.24788345112038399,0.5726862683615138,0.17943028051810223,,,,,,,,41459
72,81,BLYTH,North East,0.11915739987342916,0.3672000723261911,0.1478528162010668,,,,,,,0.3657897115993129,55305
73,82,BODMIN,South West,0.45456735507325724,0.1054291408422943,0.44000350408444844,,,,,,,,45661
74,83,BOLSOVER,East Midlands,0.1606052767718572,0.7055095706156234,0.1338851526125194,,,,,,,,38660
75,84,"BOLTON,EAST",North West,0.3795316565481353,0.46767129228100607,0.12558542931483088,,,,,,,0.027211621856027754,46120
76,85,"BOLTON,WEST",North West,0.40943737731664415,0.4325337140235042,0.13070079282127106,,,,,,,0.02732811583858057,39227
77,86,BOOTLE,North West,0.2489225636035034,0.6402752676212985,0.09884610037536494,,,,,,,0.01195606839983317,43158
78,87,BOSWORTH,East Midlands,0.4143397324025596,0.4099476439790576,0.17571262361838277,,,,,,,,68760
79,88,BOTHWELL,Scotland,0.17894110910452363,0.48641148746861645,0.08934942518609876,0.24529797824076113,,,,,,,45406
80,89,BOURNEMOUTH EAST,South East,0.5175632950782942,0.20966416888645473,0.2521596255819164,,,,,,,0.02061291045333466,40169
81,90,BOURNEMOUTH WEST,South East,0.506686337029458,0.25141579022509875,0.2418978727454433,,,,,,,,42026
82,91,"BRADFORD,NORTH",Yorkshire and the Humber,0.3060470709500086,0.4904870297199794,0.20346589933001202,,,,,,,,46568
83,92,"BRADFORD,SOUTH",Yorkshire and the Humber,0.3229335417103433,0.4806457146124378,0.19642074367721893,,,,,,,,52469
84,93,"BRADFORD,WEST",Yorkshire and the Humber,0.3718196013594195,0.4852806099017176,0.1351152750987416,,,,,,,0.007784513640121246,43548
85,94,BRAINTREE,Eastern,0.3951222324723247,0.37417358548585483,0.23070418204182042,,,,,,,,52032
86,95,BRECON AND RADNOR,Wales,0.3530555932510065,0.4211788121409508,0.17374587234812502,0.052019722259917675,,,,,,,44214
87,96,BRENT EAST,London,0.30462179335073425,0.5399825990666772,0.11642806295974056,,,,,,,0.038967544622847954,37929
88,97,BRENT NORTH,London,0.47933422052498603,0.3383093212983857,0.15734151092595808,,,,,,,0.025014947250670216,51849
89,98,BRENT SOUTH,London,0.28165181667822653,0.5765085631969269,0.10481246331963934,,,,,,,0.037027156805207274,37486
90,99,BRENTFORD AND ISLEWORTH,London,0.43152692374001494,0.4270827347087332,0.1152998869796755,,,,,,,0.026090454571576348,52203
91,100,BRENTWOOD AND ONGAR,Eastern,0.46915717742114493,0.2927792945772569,0.2380635280015982,,,,,,,,45051
92,101,BRIDGWATER,South West,0.44266676565574076,0.32783325290471066,0.2241545714391774,,,,,,,0.005345410000371209,53878
93,102,BRIDLINGTON,Yorkshire and the Humber,0.4907347240583477,0.22285957561227004,0.26429003562705866,,,,,,,0.022115664702323602,44629
94,103,BRIGG AND SCUNTHORPE,Yorkshire and the Humber,0.3490278127359678,0.4550874653913919,0.19588472187264033,,,,,,,,63568
95,104,BRIGHOUSE AND SPENBOROUGH,Yorkshire and the Humber,0.39561340371081255,0.4391394753678823,0.1652471209213052,,,,,,,,50016
96,105,"BRIGHTON,KEMPTOWN",South East,0.45904999366098975,0.40273845243629297,0.131302032709293,,,,,,,0.006909521193424333,47326
97,106,"BRIGHTON,PAVILION",South East,0.48434360135324195,0.29567827436217026,0.2199781242845878,,,,,,,,39313
98,107,"BRISTOL,NORTH EAST",South West,0.29876236286007674,0.5309139058531049,0.17032373128681835,,,,,,,,37006
99,108,"BRISTOL,NORTH WEST",South West,0.40923697069952275,0.42127279295723763,0.1694902363432396,,,,,,,,52593
100,109,"BRISTOL,SOUTH",South West,0.2392475659325078,0.5933453067397675,0.14861990736364497,,,,,,,0.018787219964079782,42316
101,110,"BRISTOL,SOUTH EAST",South West,0.31400692120043117,0.49125394754259566,0.16994761823717403,,,,,,,0.02479151301979917,52881
102,111,"BRISTOL,WEST",South West,0.46944971537001895,0.2371157495256167,0.29343453510436435,,,,,,,,39525
103,112,BROMSGROVE AND REDDITCH,West Midlands,0.4455711772530286,0.41599324913826397,0.13843557360870748,,,,,,,,69917
104,113,BUCKINGHAM,South East,0.42228855405426863,0.37595859200101617,0.20175285394471523,,,,,,,,62983
105,114,BURNLEY,North West,0.24707162192931414,0.5475244769398133,0.20540390113087256,,,,,,,,39527
106,115,BURTON,West Midlands,0.4444696668747517,0.40478217278625883,0.15074816033898947,,,,,,,,52863
107,116,BURY AND RADCLIFFE,North West,0.4132885927386651,0.42031774303843766,0.16639366422289723,,,,,,,,62881
108,117,BURY ST. EDMUNDS,Eastern,0.5035285649459371,0.3301203311061386,0.16635110394792432,,,,,,,,63907
109,28,BUTE AND NORTH AYRSHIRE,Scotland,0.3888650596208287,0.28861056303794574,0.0635955505990678,0.2589288267421578,,,,,,,34971
110,118,CAERNARVON,Wales,0.12584014664377782,0.34129593529052343,0.10736419447758154,0.4254997235881172,,,,,,,34369
111,119,CAERPHILLY,Wales,0.11469995783950906,0.5659109008291563,0.07457722396589685,0.24481191736543775,,,,,,,42694
112,120,CAITHNESS AND SUTHERLAND,Scotland,0.18835236106792236,0.3527608724623517,0.219848074274799,0.23903869219492693,,,,,,,22511
113,198,"CAMBERWELL,DULWICH",London,0.3258008047832314,0.49537363311887606,0.17882556209789255,,,,,,,,43987
114,459,"CAMBERWELL,PECKHAM",London,0.16784683975872017,0.7164379170673427,0.11571524317393711,,,,,,,,34317
115,121,CAMBRIDGE,Eastern,0.41252532136839515,0.36002726188447776,0.2106927169118343,,,,,,,0.01675469983529278,52821
116,122,CAMBRIDGESHIRE,Eastern,0.47518768885704493,0.2780754493629482,0.24673686178000687,,,,,,,,64202
117,123,CANNOCK,West Midlands,0.27120969054427935,0.5553695566250494,0.1734207528306712,,,,,,,,43011
118,124,CANTERBURY,South East,0.49808010539337755,0.26102533618238194,0.22328615265973684,,,,,,,0.017608405764503638,62243
119,126,CARDIFF NORTH WEST,Wales,0.45274941424893694,0.3274131497497903,0.18287003557895345,0.03696740042231929,,,,,,,34571
120,125,"CARDIFF,NORTH",Wales,0.4192715623153246,0.35703399583216694,0.17815931075238717,0.0455351311001213,,,,,,,32151
121,127,"CARDIFF,SOUTH EAST",Wales,0.2553632194111555,0.5196528086008778,0.19889530009370224,0.024239285890417715,,,,,,0.0018493860038467228,40554
122,128,"CARDIFF,WEST",Wales,0.31618517804522045,0.4999311503401173,0.1285836247968935,0.05530004681776872,,,,,,,36311
123,129,CARDIGAN,Wales,0.0944566220581449,0.35192662667281954,0.42143516382095064,0.13218158744808492,,,,,,,34672
124,130,CARLISLE,North West,0.3597427808784276,0.5115020626061636,0.1287551565154089,,,,,,,,41210
125,131,CARLTON,East Midlands,0.44162827797594506,0.35883417878076324,0.1767194249762498,,,,,,,0.02281811826704189,55789
126,132,CARMARTHEN,Wales,0.05728431353588489,0.3807028061964531,0.1042992244763765,0.4510994642891678,,,,,,0.006614191502117702,51707
127,133,CARSHALTON,London,0.45393756294058407,0.3794561933534743,0.1666062437059416,,,,,,,,49650
128,134,CHEADLE,North West,0.49171071143389483,0.15300962013764782,0.3552796684284574,,,,,,,,52598
129,135,CHELMSFORD,Eastern,0.41551351436641054,0.23211890749009892,0.35236757814349057,,,,,,,,63377
130,136,CHELSEA,London,0.6098574085554866,0.20170489770613764,0.17848729076255423,,,,,,,0.00995040297582145,32260
131,137,CHELTENHAM,South West,0.46090263907186263,0.25783009646848837,0.28126726445964895,,,,,,,,47062
132,138,CHERTSEY & WALTON,South East,0.5069130925507901,0.29923814898419865,0.18530312802321833,,,,,,,0.00854563044179297,49616
133,139,CHESHAM & AMERSHAM,South East,0.5066876793146644,0.2086111447852265,0.2847011759001091,,,,,,,,49494
134,141,CHESTERFIELD,East Midlands,0.25907728020118,0.5987619692426733,0.14216075055614663,,,,,,,,51695
135,142,CHESTER-LE-STREET,North East,0.1620795107033639,0.6569238610523014,0.18099662824433466,,,,,,,,51012
136,143,CHICHESTER,South East,0.5250828298577276,0.1708633794581953,0.3040537906840772,,,,,,,,51310
137,144,CHINGFORD,London,0.45466931185314435,0.3436431866529627,0.20168750149389297,,,,,,,,41837
138,145,CHIPPENHAM,South West,0.4271908549081542,0.1766597100795307,0.39092259386692235,,,,,,,0.005226841145392671,53187
139,146,CHIPPING BARNET,London,0.4732230967338195,0.2838953474378415,0.2138301201049414,,,,,,,0.0290514357233976,41547
140,147,CHISLEHURST,London,0.46319138521781694,0.3678903573176701,0.16891825746451297,,,,,,,,40860
141,148,CHORLEY,North West,0.39715269136919673,0.4409934877106798,0.1588643084530485,,,,,,,0.002989512467074964,61883
142,149,CHRISTCHURCH,South West,0.5741802782819116,0.1877555958862674,0.23806412583182093,,,,,,,,41325
143,150,CIRENCESTER AND TEWKESBURY,South West,0.46908695863668054,0.2265659202568385,0.30434712110648093,,,,,,,,61673
144,151,CITIES OF LONDON AND WESTMINSTER,London,0.5171730277147079,0.30954697805168124,0.14855660071359067,,,,,,,0.024723393520020183,27747
145,140,CITY OF CHESTER,North West,0.4400807942224509,0.35208369061910477,0.20783551515844434,,,,,,,,52479
146,544,CLACKMANNAN AND EAST STIRLINGSHIRE,Scotland,0.10467519301255557,0.3637409342587538,0.024721204086407236,0.5068626686422834,,,,,,,51292
147,152,CLEVELAND,North East,0.43219440417198624,0.399130114902733,0.16867548092528076,,,,,,,,46213
148,153,CLITHEROE,North West,0.4800224823440287,0.3121868967034041,0.20779062095256715,,,,,,,,40921
149,154,COATBRIDGE AND AIRDRIE,Scotland,0.17215263617826973,0.5161218042080262,0.032400457101884425,0.2793251025118197,,,,,,,44629
150,155,COLCHESTER,Eastern,0.4444604940054889,0.35618790826070906,0.19935159773380198,,,,,,,,62307
151,156,COLNE VALLEY,Yorkshire and the Humber,0.1477297895902547,0.40936273029296283,0.44290748011678244,,,,,,,,49665
152,157,CONSETT,North East,0.18957896036547722,0.669786393381899,0.14063464625262379,,,,,,,,40495
153,158,CONWAY,Wales,0.39595273114571183,0.32479586143936706,0.16087640107521428,0.11837500633970685,,,,,,,39434
154,160,COVENTRY NORTH EAST,West Midlands,0.23631952556384223,0.5950444783897925,0.15378740228232546,,,,,,,0.014848593764039896,44516
155,161,COVENTRY NORTH WEST,West Midlands,0.316393486890071,0.518591526476386,0.1565630653741258,,,,,,,0.008451921259417277,37033
156,162,COVENTRY SOUTH EAST,West Midlands,0.2516074597771377,0.6043175933199499,0.14407494690291234,,,,,,,,34371
157,163,COVENTRY SOUTH WEST,West Midlands,0.3917627187853815,0.43107448447389424,0.15923306791395214,,,,,,,0.01792972882677209,53877
158,164,CREWE,North West,0.3292216176334963,0.4964954348427557,0.17428294752374804,,,,,,,,43372
159,165,CROSBY,North West,0.5151085113010972,0.3044027551832751,0.1804887335156277,,,,,,,,57782
160,166,CROYDON CENTRAL,London,0.42084623323013415,0.41746130030959755,0.16169246646026833,,,,,,,,48450
161,167,"CROYDON,NORTH EAST",London,0.43324316491160275,0.3812916626412907,0.17457250507197372,,,,,,,0.010892667375132838,41404
162,168,"CROYDON,NORTH WEST",London,0.4197314347040808,0.38101719760228253,0.1717927911420569,,,,,,,0.027458576551579718,38203
163,169,"CROYDON,SOUTH",London,0.5786357496623142,0.16215668617739756,0.2592075641602882,,,,,,,,44420
164,170,DAGENHAM,London,0.16889768106385317,0.6523354214748873,0.16626002857456865,,,,,,,0.012506868886690845,45495
165,171,DARLINGTON,North East,0.37622240252807787,0.45548106076781825,0.16829653670410386,,,,,,,,46834
166,172,DARTFORD,South East,0.3508800036619138,0.4764378733435562,0.15119126633556862,,,,,,,0.021490856658961388,43693
167,173,DARWEN,North West,0.43600554785020806,0.33150254276467866,0.23249190938511327,,,,,,,,54075
168,174,DAVENTRY,East Midlands,0.46433468370208786,0.3231380492365223,0.21252726706138983,,,,,,,,64180
169,175,DEARNE VALLEY,Yorkshire and the Humber,0.1345079979532359,0.7411733297737436,0.12431867227302053,,,,,,,,44949
170,176,DENBIGH,Wales,0.3863875208638134,0.20243565702981722,0.29260854334521624,0.11856827876115313,,,,,,,48529
171,177,DEPTFORD,London,0.22581992315830504,0.5887020435436271,0.13728492677766022,,,,,,,0.0481931065204076,35918
172,178,DERBY NORTH,East Midlands,0.3759163859718645,0.44514893335975164,0.1749389076018757,,,,,,,0.003995773066508157,60564
173,179,DERBY SOUTH,East Midlands,0.3292364269815155,0.5098616084389819,0.1455530823574954,,,,,,,0.015348882222007162,51665
174,183,DEVIZES,South West,0.4245479714256417,0.30455959257613563,0.27089243599822266,,,,,,,,58514
175,185,DEVON WEST,South West,0.5003321670578856,0.1306302316311617,0.36903760131095265,,,,,,,,45158
176,186,DEWSBURY,Yorkshire and the Humber,0.30051732595995184,0.45439950051286626,0.24508317352718192,,,,,,,,44846
177,188,DON VALLEY,Yorkshire and the Humber,0.21142593872379636,0.6325270674959687,0.15604699378023498,,,,,,,,65115
178,187,DONCASTER,Yorkshire and the Humber,0.3408922792417938,0.5126444752658345,0.14646324549237172,,,,,,,,43260
179,189,DORKING,South East,0.5066832522899468,0.21969919710505484,0.2736175506049983,,,,,,,,44215
180,193,DOVER,South East,0.43641839808055544,0.3973828849524393,0.1661987169670053,,,,,,,,58767
181,194,DOWN NORTH,Northern Ireland,,,,,,,0.7191523699259728,,0.17494649685997965,0.10590113321404765,57006
182,195,DOWN SOUTH,Northern Ireland,,,,,,,0.5082249773208346,0.454293921983671,,0.002298155427880254,66140
183,196,DUDLEY EAST,West Midlands,0.27725894481503943,0.5729775621588842,0.12135839902971497,,,,,,,0.02840509399636143,41225
184,197,DUDLEY WEST,West Midlands,0.3596079268509624,0.5112605400789839,0.12913153307005373,,,,,,,,56214
185,199,DUMFRIES,Scotland,0.3875060593925854,0.2646742681307564,0.08348262271587245,0.2643370497607857,,,,,,,47447
186,200,DUNBARTONSHIRE CENTRAL,Scotland,0.1724164191607646,0.40202574061381463,0.04810499327291651,0.29071154773690755,,,,,,0.08674129921559667,39393
187,203,DUNDEE EAST,Scotland,0.1679649569514274,0.3266296959627128,0.028094857907343073,0.4773104891785167,,,,,,,46343
188,204,DUNDEE WEST,Scotland,0.18459886743995116,0.41007936340862683,0.04620760794055112,0.3510936151400964,,,,,,0.008020546070774478,47503
189,205,DUNFERMLINE,Scotland,0.23037342596613114,0.40099869735128096,0.08250108554059922,0.2861267911419887,,,,,,,46060
190,206,DURHAM,North East,0.24650032707223624,0.5850855060274741,0.16841416690028968,,,,,,,,53505
191,208,"EALING,NORTH",London,0.3967238946809095,0.4502629312714147,0.15301317404767575,,,,,,,,54577
192,209,EASINGTON,North East,0.18273685166681805,0.658188754655282,0.1590743936778999,,,,,,,,44036
193,5,EAST ABERDEENSHIRE,Scotland,0.3547054277391356,0.0943166280244932,0.06634563937934725,0.48463230485702397,,,,,,,33642
194,201,DUNBARTONSHIRE EAST,Scotland,0.3115895501424616,0.30342309081423813,0.07295637866688069,0.3120309803764196,,,,,,,49838
195,241,FIFE EAST,Scotland,0.3873572887874054,0.169210431438529,0.12611464968152866,0.31731763009253694,,,,,,,41605
196,243,EAST FLINTSHIRE,Wales,0.3156044433974231,0.4893173622311219,0.16284000507402643,0.032238189297428554,,,,,,,55183
197,211,EAST GRINSTEAD,South East,0.5317582894927362,0.16043245330373088,0.30780925720353297,,,,,,,,41438
198,307,EAST HERTFORDSHIRE,Eastern,0.4459477948889463,0.31923562231107194,0.23481658279998174,,,,,,,,65779
199,212,EAST KILBRIDE,Scotland,0.16348203483571142,0.4188350968832216,0.050774873734949016,0.36690799454611794,,,,,,,52073
200,484,RENFREWSHIRE EAST,Scotland,0.4135136261355113,0.20828819068255688,0.14615801316776397,0.23204017001416785,,,,,,,47996
201,210,EASTBOURNE,South East,0.5466429636014294,0.19447287615148415,0.2588841602470865,,,,,,,,55689
202,213,EASTLEIGH,South East,0.44965274872395616,0.31886871391515353,0.2314785373608903,,,,,,,,59755
203,214,EBBW VALE,Wales,0.07515621181973679,0.7409501867560303,0.11055258840367228,0.07334101302056062,,,,,,,28647
204,215,ECCLES,North West,0.31168273360694854,0.5327861028920492,0.14722725971174955,,,,,,,0.008303903789252649,41908
205,216,EDINBURGH CENTRAL,Scotland,0.2596801042194398,0.40272852283418975,0.08912933342983281,0.2484620395165376,,,,,,,27634
206,217,EDINBURGH EAST,Scotland,0.23092910652293075,0.44922802850356297,0.0588799561483647,0.256098118033985,,,,,,0.004864790791156587,43784
207,218,EDINBURGH LEITH,Scotland,0.2801491778267503,0.39694863536192576,0.0622478386167147,0.26065434819460925,,,,,,,29495
208,219,EDINBURGH NORTH,Scotland,0.39340249089629425,0.25903485418770467,0.11251874292359007,0.23504391199241104,,,,,,,32679
209,220,EDINBURGH PENTLANDS,Scotland,0.3392758197017514,0.3089932303837722,0.10626611096388736,0.24546483895058904,,,,,,,41509
210,221,EDINBURGH SOUTH,Scotland,0.3592058195087989,0.28175641610448227,0.14215062540513287,0.21688713898158596,,,,,,,41653
211,222,EDINBURGH WEST,Scotland,0.38149427286505827,0.252242403160484,0.164136457375705,0.2021268665987527,,,,,,,40247
212,223,EDMONTON,London,0.32507762468464974,0.4907092955559868,0.13824471181835823,,,,,,,0.04596836794100524,41224
213,224,ENFIELD NORTH,London,0.3363862576584489,0.4366099993726868,0.19919285699349684,,,,,,,0.027810885975367503,47823
214,225,EPPING,Eastern,0.47681103871215025,0.33256675610067715,0.1906222051871726,,,,,,,,46962
215,226,EPSOM,South East,0.5405646559706392,0.19311772925470125,0.2663176147746595,,,,,,,,59399
216,227,ERITH AND CRAYFORD,London,0.32063843236409606,0.5117843597616037,0.16757720787430017,,,,,,,,44296
217,228,ESHER,South East,0.5584283330033096,0.19034822211535743,0.2512234448813329,,,,,,,,35351
218,230,ETON AND SLOUGH,South East,0.3142044107185203,0.4794015564705629,0.17705391596783582,,,,,,,0.029340116843081035,46387
219,231,EXETER,South West,0.4073497237364186,0.3638150331887121,0.22883524307486927,,,,,,,,53934
220,232,EYE,Eastern,0.44012582325764277,0.2742160621252335,0.28565811461712376,,,,,,,,50865
221,233,FALMOUTH AND CAMBORNE,South West,0.47221893607792104,0.3567569699120628,0.12674001340746874,,,,,,,0.04428408060254742,50718
222,234,FAREHAM,South East,0.43150266108028534,0.1846450005661873,0.33076661759710113,,,,,,,0.05308572075642622,44155
223,235,FARNHAM,South East,0.4995189894595951,0.1736866320896771,0.3267943784507278,,,,,,,,47816
224,236,FARNWORTH,North West,0.25580292801335053,0.5344762193734355,0.209720852613214,,,,,,,,52732
225,237,FAVERSHAM,South East,0.4304859633468323,0.3811174411421511,0.18839659551101653,,,,,,,,58276
226,238,FELTHAM AND HESTON,London,0.32574189095928224,0.49635349635349635,0.14089866263779308,,,,,,,0.03700595004942831,53613
227,239,FERMANAGH AND SOUTH TYRONE,Northern Ireland,,,,,,,0.4787007033905003,,,0.5212992966094998,63265
